2dehandsdeal,2dehands_deal
stresserer,gestresseerd
stressfactor,stress_factor
stressgevoel,stress_gevoel
stresske,stress
stresslichtjes,stressen
stressmomen,stress_moment
stressmoment,stress_moment
stressniveau,stress_niveau
stresssen,stressen
stressy,stress
stresten,stressen
streten,stretchen
strezen,gestresseerd
strijsen,gestresseerd
strijven,gestresseerd
stroever,stroef
structeren,structureren
strug_gles,struggle
struizen,gestresseerd
studeer,studeren
studeer_essie,studeer_sessie
studeerdag,studeer_dag
studeermodus,studeer_modus
studeersessie,studeer_sessie
student_jobs,student_job
studente,student
studentenclub,student_club
studentenhuis,student_huis
studentenjob,student_job
studierichting,studie_richting
studiesessie,studie_sessie
studiosessie,studio_sessie
studren,studeren
stukske,stuk
stuur,sturen
succeservaring,succes_ervaring
success,succes
succesverhaal,succes_verhaal
suchten,sucken
suff,suf
suft,suffen
suikerdip,suiker_dip
suis_suren,surfen
suisen,suizen
sukken,sucken
super_benieuwen,benieuwd
super_collectief,productief
super_dringen,dringend
super_drukken,druk
super_frust_reren,frustreren
super_frustreren,frustrerend
super_groot,groot
super_hrdrd,hard
super_jammer,jammer
super_lekker,lekker
super_leuk,leuk
super_markt,supermarkt
super_meisje,meisje
super_motiveren,motiverend
super_riteren,irriterend
super_sérieu,serieus
super_snel,snel
super_stresseren,stresserend
super_vermoeien,vermoeiend
super_vriendelijk,vriendelijk
super_warm,warm
superaangenaam,aangenaam
superactief,actief
superamant,ambetant
superambetant,ambetant
superambisieus,ambitieus
superamitant,ambetant
superavond,avond
superbang,bang
superbelachelijk,belachelijk
superbelangrijk,belangrijk
superbeu,beu
superbij,blij
superbleit,blij
superblij,blij
superboeiend,boeiend
superboos,boos
superchil,chill
supercool,cool
superdag,dag
superdankbaar,dankbaar
superdicht,dicht
superdonk,donker
superdoof,doof
superdruk,druk
superduidelijk,duidelijk
superduur,duur
superenthousiast,enthousiast
supererg,erg
superet,superette
superfijn,fijn
superflink,flink
superfris,fris
supergeluk,gelukkig
supergelukkig,gelukkig
supergevoel,gevoel
supergezellig,gezellig
supergezond,gezond
supergoe,goed
supergoed,goed
supergoedgezind,goed_gezind
supergoedkoop,goedkoop
supergraag,graag
supergrappig,grappig
supergroot,groot
superhandig,handig
superhappe,happy
superhar,hard
superhard,hard
superhart,hard
superhectisch,hectisch
superhoog,hoog
superinteressant,interessant
superirritant,irritant
superknap,knap
superkort,kort
superkortaf,kortaf
superkou,kou
superkoud,koud
superkut,kut
superlaat,laat
superlang,lang
superlast,lastig
superlastig,lastig
superlek,lekker
superlekke,lekker
superlekker,lekker
superleuk,leuk
superleut,leuk
superleutel_dag,leuk dag
superlief,lief
superlijk,leuk
superlui,lui
supermakkelijk,makkelijk
supermisselijk,misselijk
supermoe,moe
supermoei,moe
supermoeiend,vermoeiend
supermoeilijk,moeilijk
supermoes,moe
supermoet,moe
supermooi,mooi
supernice,nice
supernijs,nice
supernuis,nice
superochtend,ochtend
superontspannend,ontspannend
superpijn,pijnlijk
superpositief,positief
superproductief,productief
superreuk,leuk
superrustig,rustig
supersaai,saai
superschattig,schattig
superschuldig,schuldig
supersecht,slecht
supersief,suf
superslecht,slecht
superspannend,spannend
superstom,stom
supersuf,suf
supersuperdruk,druk
supersuperleuk,leuk
supersuperlijk,leuk
supersupermoe,moe
supertevreden,tevreden
supertleur_gelillen,teleur_stellen
supertof,tof
supertraag,traag
supertrots,trots
supervaag,vaag
supervaak,vaak
superverdrietig,verdrietig
supervermoeid,vermoeid
supervermoeiend,vermoeiend
supervettig,vettig
supervie,vies
supervis,supervisor
superviser,supervisor
supervlot,vlot
supervol,vol
supervoldaan,voldaan
supervriendelijk,vriendelijk
supervroeg,vroeg
supervrolijk,vrolijk
superwakee,wakker
superweer,weer
superzat,zat
superzellig,gezellig
superziek,ziek
superzin,zin
superzwaar,zwaar
surklaas_pomp,pomp
surprice,surprise
surven,surfen
sus,sushi
sushizaak,sushi_zaak
susten,sussen
suuuperdruk,druk
suuuperhard,hard
swit,switch
switcher,switch
symptom,symptoom
t_shirt,t-shirt
taak_skes,taak
tabel_let,tabel
tafelen,tafel
tag_ocoloog,tabakoloog
take,take-away
takeout,take-out
takskes,taak
tandaard_bezoek,tand_arts_bezoek
tandvlees,tand_vlees
tapas,tapa
tarentino,tarantino
tartif_lette,tartiflette
tbuis,buis
teambal,team_bal
teambuilding,team_building
teamlenieactiviteit,team_activiteit
teammeeting,team_meeting
teamsmeeting,teams_meeting
teams-meeting,teams_meeting
teamteam,team
tegen_over_stellen,tegenover_stellen
tegenargument,tegen_argument
tegendeel,tegen_deel
tegenhouden,tegen_houden
tegenwandelen,tegen_wandelen
tekenles,teken_les
tekort_bybien,tibo
teleurstelling,teleur_stelling
telewerkdag,telewerk_dag
tempathie,empathie
teneer_slagen,teneergeslagen
tennisbaan,tennis_baan
tennisbal,tennis_bal
tennisdate,tennis_date
tenniservaring,tennis_ervaring
tenoop,tof
tents,tent
teras,terras
terecht_topen,typen
termijn_plan,langetermijn_plan
terraas,terras
terraske,terras
terug_dagen,brug_dag
terug_lassen,terug_lezen
terug_teren,geïrriteerd
terug_tu,terug_gaan
terug_ziensien,terug_zien
teruggeland,terug_landen
terugkeer,terug_keer
terugstuderen,studeren
terugsturen,terug_sturen
teruz_sniezen,snoozen
tesamen,samen
tests,test
tetsen,testen
tetten,tet
teugen,teug
tevercacn,tv
thai,thais
theetje,thee
theorieles,theorie_les
therapiesessie,therapie_sessie
thermis,thermisch
thesisdag,thesis_dag
thesismeeting,thesis_meeting
thesissen,thesis
thesisstress,thesis_stress
thesisvlak,thesis_vlak
thuis_hagen,thuis_haven
thuis_werkdag,thuiswerk_dag
thuisavond,thuis_avond
thuisen,thuis
thuiskantoor,thuis_kantoor
thuiskomst,thuis_komst
thuistijd,thuis_tijd
thuisuit,thuis
thuiswerkdag,thuiswerk_dag
tick,ticket
tienermeisje,tiener_meisje
tienvergadering,team_vergadering
tijd_strik,tijd
tijden,tijd
tijdperk,tijd_perk
tijdsdruk,tijd_druk
tijdsgebrek,tijd_gebrek
tijdskost,tijd_kost
tijdsperk,tijd_perk
tijdsverspilling,tijd_verspilling
tiktak_raas,tiktok
tiktal,tiktok
tikto,tiktok
tiktop,tiktok
tiktox,tiktok
timeden,timen
timeer,timer
tipo,typo
tipsie,tipsy
titak,tiktok
tochten,tocht
todolijst,to-do_lijst
toe_klap,toe_klappen
toe_wemmen,toe_komen
toedoen,toe_doen
toerke,toer
toesten,toetsen
toet,toets
toets_bord,toet_bord
toff,tof
toil_etpapier,toilet_papier
toldonk,tildonk
tolken,tolk
tomatensaus,tomaat_saus
toneelgroep,toneel_groep
toneelstuk,toneel_stuk
toogst_roomfinalitei,doorstroom_finaliteit
top_dacht,top dag
top_pics,topic
topavond,top avond
topgevoel,top_gevoel
topics,topic
toppen,top
toppie,top
toppy,top
topweer,top weer
torf,torfs
touchke,douchen
toukhen,douchen
tramstation,tram_station
transper_oon,trans_persoon
traum_aonderzoek,trauma_onderzoek
treinaansluiting,trein_aansluiting
treinticke,trein_ticket
treinwagon,trein_wagon
trigeren,triggeren
trleur_stellen,teleur_stellen
tropisch,trots
troszen,troosten
trotser,trots
trou,trouw
trouwfeest,trouw_feest
trouwfeestje,trouw_feest
trouwfoto,trouw_foto
trouwkoppel,trouw_koppel
trouwshoot,trouw_shoot
truit,trui
tuigje,tuig
tuinhuis,tuin_huis
tuinmuur,tuin_muur
tuintafel,tuin_tafel
turnhouts,turnhout
turnles,turn_les
tut,dutje
tutch,touch
tutten,dutten
tvetje,tv
tvormistsel,tv
tvtje,tv
twee_daags,tweedaags
tweede_handsauto,tweedehands_auto
tweede_handswinkel,tweedehands_winkel
tweeman_srit,tweemans_rit
tweeper_oonsbed,tweepersoons_bed
tweest_rijd,twee_strijd
twinter,twitter
twissen,wissen
typpen,typen
tzelf,hetzelfde
tzelfde,hetzelfde
uh_trui,trui
uit_danken,uit_denken
uit_dregen,uit_drogen
uit_gebreider,uitgebreid
uit_gerust,uit_rusten
uit_geten,uit_eten
uit_klaren,uitgeklaard
uit_liezen,uit_lezen
uit_ruiten,uit_putten
uit_schelolen,uit_schelden
uit_sporten,sporten
uit_tetes,uit_testen
uit_topen,uit_typen
uit_uiten,uit_eten
uit_zappen,uit_slapen
uit_zegen,uit_zuigen
uitdag,uit_dagen
uiteen_zetten,zetten
uiter,uiterlijk
uitnodig,uitnodigen
uitslaap,uit_slapen
uitslap,uit_slapen
uitstrijk,uit_strijken
uitziek,uit_zieken
unief,universiteit
unif,universiteit
up_loaden,uploaden
up_upen,uploaden
up_upten,updaten
ups,up
uptijd,up_tijd
uurrooster,uur_rooster
uursessie,uur_sessie
uurwisseling,uur_wisseling
vabdaag,vandaag
vacateur,vacature
vaccink,vaccin
vakantiesfeer,vakantie_sfeer
vakbar,fak_bar
valentine,valentijn
valie,valies
valist,valies
valkuil,val_kuil
vamdaag,vandaag
vanacht,vannacht
vanavlnd,vanavond
vandaag_vagen,vandaag
vandaagje,vandaag
vandazg,vandaag
vanochtends,vanochtend
varkens,varken
vast_zaten,vast_zitten
vastgeslapen,vast slapen
vastpakken,vast_pakken
vaststelling,vast_stelling
veagen,vragen
veldwerk,veld_werk
ventjes,vent
verassing,verrassing
verassing_feestje,verrassing_feest
verassingsfeest,verrassing_feest
verbiep,verdiepen
verderzetten,verder_zetten
verdiep,verdieping
verdooven,verdoven
vergadermarathon,vergader_marathon
vergadermoment,vergarder_moment
verhaallijn,verhaal_lijn
verhuis,verhuizen
verjaar_dag,verjaardag
verjaard_agscadeau,verjaardag_cadeau
verjaard_argen,verjaardag
verjaard_cadeau,verjaardag_cadeau
verjaard_vak_vakantie,verjaardag_vakantie
verjaard_vakantie,verjaardag_vakantie
verjaardag_scadeau,verjaardag_cadeau
verjaardag_sdrink,verjaardag_drink
verjaardag_sfees,verjaardag_feest
verjaardag_sfeesr,verkaardag_sfeer
verjaardag_sfeest,verjaardag_feest
verjaardag_staart,verjaardag_taart
verjarten,verjaren
verken,verkennen
verklijden,verkleden
verkochten,verkopen
verkoud,verkouden
verliepen,verlopen
verlofdag,verlof_dag
verlofweek,verlof_week
vermoeidheid_symptomen,vermoeidheid_symptoom
verpessen,verpesten
verprikkelen,overprikkeld
verrassing_ingsfe,verrassing_feest
verrassing_ingsfeest,verrassing_feest
verrassing_rochiet,verrassing
verre,ver
verrokken,vertrekken
verschijn,verschijnen
verschijten,verschieten
verschoolen,school
verschooten,verschieten
verseren,versieren
versier,versieren
versies,versie
verslicht,verslechteren
verspil,verspillen
verstijven,verstijfd
verttekken,vertrekken
vervalen,vervelen
vervangcollega,vervang_collega
verveel,vervelen
vervellen,vervelen
vervremen,vervreemden
verwen,verwennen
verzinden,verzenden
verzinten,verzinnen
verzitting,zitting
vetmassa,vet_massa
vetrekken,vertrekken
vida,frieda
vide,video
videe,vidé
videnspelletje,video_spel
videocall,video_call
videocoll,video_call
videogesprek,video_gesprek
videok,video
videos,video
videospel,video_spel
videot,video
vintag,vintage
vipe,vibe
vis_akaart,visa_kaart
viss,vis
viswinkel,vis_winkel
vitamin,vitamine
vitaminicuur,vitamine_kuur
vitten,fitten
vlamingen,vlaming
vleesjes,vlees
vlieghave,vlieg_haven
vliegticket,vlieg_ticket
vliegveld,vlieg_veld
vlotjes,vlot
vlotter,vlot
voetbal_door,voetbal
voetbalfan,voetbal_fan
voetbalfans,voetbal_fan
voetbalfees,voetbal_feest
voetbalsessie,voetbal_sessie
voetbaltoer_nooi,voetbal_toernooi
voetbaltornooi,voetbal_toernooi
voetbalweer,voetbal_weer
voic,voice
voif,voice
volgaan,vol_gaan
volhangen,hangen
volharen,volharden
volhouden,vol_houden
volhouiden,vol_houden
vollenbak,vollen bak
volleybalen,volleyballen
vollopen,vol_lopen
volmaken,vol_maken
voltrekken,vol_trekken
volzetten,vol_zetten
voor_bericht,bericht
voor_bijgen,voorbij_gaan
voor_bijvliegen,voorbij_vliegen
voor_brengen,brengen
voor_gerecht,voorgerecht
voor_lesten,voor_lezen
voorbeeld_vrag,voorbeeld_vraag
voorcollege,hoor_college
voordrinken,voor_drinken
voorhebben,voor_hebben
voorhen,voor_hebben
voorhouden,voor_houden
voorlicht,voor_lichten
voorliep,voor_lopen
voorlopen,voor_lopen
voornemens,voornemen
voorschijn,verschijnen
voorstaan,voor_staan
voorste,voorst
voorsteken,voor_steken
voorstellen,voor_stellen
voorteek,voorteken
voortstuderen,voort_studeren
voortwerken,voort_werken
vooruit_zicht,vooruitzicht
vooruitgang_boek,vooruitgang_boeken
voorzetten,voor_zetten
voorzitten,voor_zitten
vorden,vorderen
vorig_vorlen,voelen
vormselviering,vormsel_viering
vraag_enlesse,vraag_lijst
vraag_lijs,vraag_lijst
vraagcollege,vraag_college
vraagstuk,vraag_stuk
vraagteken,vraag_teken
vragencollege,vraag_college
vreemds,vreemd
vriende,vriend
vrienden_groep,vriend_groep
vriendenbezoek,vriend_bezoek
vriendengroep,vriend_groep
vriendenkring,vriend_kring
vriendinne,vriendin
vriendinneke,vriendin
vriendint,vriendin
vries,vriezen
vrij_vrijen,vrijen
vrijdag_namiddagding,vrijdag_namiddag_ding
vrijdag_seekend,vrijdag_weekend
vrijdags,vrijdag
vrijten,vrijen
vrijwilliger_werkje,vrijwilliger_werk
vrijwilligersavond,vrijwilliger_avond
vrijwilligersvark,vrijwilliger_werk
vroe,vroeg
vrouwke,vrouw
vrouwsbericht,voice bericht
vrouwtje,vrouw
vuilzak,vuil_zak
vullig,vulling
vuren,vuur
vuurkes,vuur
vuurschaal,vuur_schaal
vuurwerk,vuur_werk
waai,waaien
waak,waken
waarloos,waardeloos
wacht_lijs,wacht_lijst
wachtrij,wacht_rij
wachtzaal,wacht_zaal
wakkerder,wakker
waksen,waxen
wallen,wal
wandelclub,wandel_club
wandeling_heck,wandeling
wandeling_kes,wandeling
wandelingske,wandeling
wandelwag,wandel_wagen
waregems,waregem
waregemse,waregem
warmtepomp,warmte_pomp
washand,was_hand
wasmachien,was_machine
wasmachine,was_machine
wasman,was_man
wasmand,was_mand
wasplooi,was_plooi
wass,was
watcheen_watchen,watchen
waterke,water
watteren,gewatteerd
weblecture,web_lecture
weegschaal,weeg_schaal
week_ddag,week_dag
weekdn,weekend
weekendwerk,weekend_werk
weerken,werken
weerslag,weer_slag
weersomstandigheid,weer_omstandigheid
weertje,weer
weerzien,weer_zien
weet_wel_wat,weet-wel-wat
weg_drijmen,weg_dromen
weg_even,weg_geven
weg_gangen,weg_gaan
weg_geknibbeld,weg_knibbelen
weg_smijt,weg smijten
weg_weg_doen,weg_doen
weg_weg_gaan,weg_gaan
weg_zijn,weg_wezen
weg_zitten,weg zitten
wegenwerk,wegenwerken
wegkuisen,weg_kuisen
wegsmijten,weg_smijten
wegtikken,weg_tikken
wegvallen,weg_vallen
wek,wekken
wektijd,wake_tijd
welverdien,welverdiend
weminaar,webinar
werel,wereld
werelddeel,wereld_deel
wereldoorlog,wereld_oorlog
werk_pot,werk_pants
werk_tak,werk_taak
werkaf_praak,werk_afspraak
werkdag,werk_dag
werkding,werk_ding
werkencollege,werk_college
werker_varing,werk_ervaring
werkevent,werk_event
werkgever,werk_gever
werkjaar,werk_jaar
werkkas,werk_kast
werkleven,werk_leven
werkplan,werk_plan
werkpunt,werk_punt
werksfeer,werk_sfeer
werkstress,werk_stress
werktuig,werk_tuig
werkuur,werk_uur
werkuur_tjzs,werk_uur
werkveld,werk_veld
werkweek,werk_week
werkwek,werk_week
werrken,werken
wespennest,wesp_nest
wetende,wetend
weteren,weten
whatsup,whatsapp
wicky,wiki
wieren,vieren
wiffie,wifi
wijnavond,wijn_avond
wijsbeheer,wijsbegeerte
wijsheid_taid,wijsheid_tand
winteractiviteit,winter_activiteit
winterband,winter_band
winterdip,winter_dip
wintermaand,winter_maand
winteruur,winter_uur
wip,bibliotheek
wiskundeleer_racht,wiskunde_leerkracht
wiskundeoefening,wiskunde_oefening
wiskundetoet,wiskunde_toets
wiskundige,wiskundig
wissie,wifi
wodka,vodka
wont,wc
woon_kamerconcert,woon_kamer_concert
wooncontainer,woon_container
woord_pagina,pagina
woorden_wisseling,woord_wisseling
woordenaantal,woord_aantal
workoud,workout
workoutje,workout
workshops,workshop
worming,warming
worning,morning
worstel,worstelen
worstenbrood,worst_brood
wouden,willen
wprden,worden
wraps,wrap
yogadie,yoga
yogaoefening,yoga_oefening
yogasessie,yoga_sessie
yogasnuiver,yoga_snuiver
yoghur,yoghurt
yout,youtube
youtio,youtube
youtjob,youtube
youtroep,youtube
youzo,youtube
zaai,zaaien
zaak_skes,zaak
zaalvoetballen,zaal_voetballen
zachter,zacht
zaken_reis,zaak_reis
zakske,zak
zamelen,in_zamelen
zamen,samen
zandbak,zand_bak
zeemancantus,zeeman_cantus
zeerste,zeer
zeespelen,zee spelen
zekerd,zeker
zelfport_ret,zelf_portret
zelfstudiet,zelfstudie
zelftest,zelf_test
zes_dejaar,zesde_jaar
zetelavond,zetel_avond
zetelke,zetel
zeverig,zweverig
zevertak,zever_taak
zibben,gezind
ziekenverlof,ziek_verlof
ziekenwagen,ziek_wagen
zieker,ziek
ziekje,ziek
ziekskes,ziek
ziektebrief,ziekte_brief
ziekteleer,ziekte_leer
ziektesympoom,ziekte_symptoom
ziekteverlof,ziekte_verlof
zijstraat,zij_straat
zijten,zijn
zinden,gezind
zinnens,zin
zins,zin
zlecht,slecht
zoektocht,zoek_tocht
zohard,hard
zomeravond,zomer_avond
zomerjobke,zomer_job
zomerkledij,zomer_kledij
zomerkleren,zomer_kleren
zomerperiode,zomer_periode
zomers,zomer
zomeruur,zomer_uur
zon_amiddag,zondag_middag
zond,gezond
zondagochtends,zondag_ochtend
zondags,zondag
zongen,zingen
zonlicht,zon_licht
zonne,zon
zonnebril,zon_bril
zonnepaneel,zon_paneel
zonnestraat,zon_straal
zonsondergang,zon_ondergang
zont,zon
zoontje,zoon
zorgkundige,zorgkundig
zots,zot
zwaar_dag,zwaar dag
zwaardeer,zwaar
zwakker,zwak
zwang,zwanger
zweeds,zweed
zwembad,zwem_bad
zwembader,zwem_bad
zwembadtijd,zwem_bad_tijd
zwembril,zwem_bril
zwembroek,zwem_broek
zwemclub,zwem_club
zwemvijver,zwem_vijver
zwenen,zeuren
stuk_kendag,stuk dag
stressy_gevoel,stress_gevoel
kippen_gat,kip
feeta_ilsvlees,vlees
op_letsen,op_letten
krant_enieuw,krant_nieuws
bijhoor,behoren
masters_nota,master_nota
uitpak,uit_pakken
ochtend_hakes,ochtend_shakes
deugd_pronk,deugd_pronken
vlieg_enroom,vlieg_raam
iremes,irene
irena,irene
reme,remus
omzien,om_zien
daarnamiddag,namiddag
mu,nu
nationnamid_dag,namiddag
verstresst,gestresseerd
uit_keggen,uit_leggen
vrolijks,vrolijk
heselijk,vreselijk
huisdag,huis_dag
gister_avond,gisteravond
pianospeler,piano_speler
bezollen,
ex_onderbuur,ex_onder_buur
sloegen,slagen
afterdiner,after dinner
wegget,weg
vriendenweekend,vriend_weekend
chloor_dag,dag
bewegenen,bewegen
sportzaal,sport_zaal
fitit,fitnessen
werkgeef,werk_gerei
dagelijk_zelfst,dagelijks hetzelfde
fij_malen,fijn_malen
inloon_dien,loon_dienst
gemoedsstudent,gemoed_toestand
ivermorgen,overmorgen
uit_lachten,uit_lachen
af_weten,afweten
door_uh_babbeel,door_babbelen
door_weken,doorweekt
heimreis,heen_reis
werkmodus,werk_modus
mee_wijzen,mee_gaan
aan_konden,aan_kunnen
aftje,aft
bij_babbellen,bij_babbelen
binnen_speeltuin,binnen_speel_tuin
boot_erhamje,boter_ham
brain_stormen,brainstormen
choco,chocolade
cup_cake,cupcake
dansleraar,dans_leraar
dialiseren,dialyseren
toogst_roomfinaliteit,doorstroom_finaliteit
grpep_genoot,groep_genoot
hong,honger
interesaant,interessant
jobbeschrijving,job_beschrijving
koffiet_aartje,koffie_taart
mailtje,mail
masters_nota,master_nota
mede_werker,medewerker
onderzoeks,onderzoek
onderzoeksblad,onderzoek_blad
overdacht,overdenken
pijn_lijk,pijnlijk
psycholoog_prek,psycholoog_gesprek
chefen,shift
staren,storen
terecht_taan,terecht_kunnen
terug_gesport,terug_sporten
terug_wenzen,terug_wensen
thuiswerk_dag,thuis_werk_dag
uit_slappen,uit_slapen
uit_weg,uitweg
verklarinf_midel,verklaring_middel
wel_komen,welgekomen
